0,5,1.8066794,['Target'],475266,,,MeanRT participant 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,2.1644698,['Target'],475266,,,MeanRT participant 2,,,,5 distractors,10 distractors,total data set,,,,,,,,,,,,,,,,trials.thisRepN,num_distr,mouse.time,mouse.clicked_name,participant,,2,10,1.4460495,['Target'],475266
101,10,2.4268621,['Target'],682694,,,,,,,,,,,94,10,1.8216515,['Target'],682694,,,,,,,,,,75,5,1.6495427,target,299816,,34,10,1.3824666,target,299816
102,10,1.3730833,['Target'],682694,,,,,,,,,,,95,10,2.4418694,['Target'],682694,,,,,,,,,,77,5,1.5993882,target,299816,,35,10,2.9353618,target,299816
103,5,1.35065,['Target'],682694,,,,,,,,,,,96,10,2.3803006,['Target'],682694,,,,,,,,,,82,5,2.765521,target,299816,,36,10,1.9201887,target,299816
104,5,1.2302497,['Target'],682694,,,,,,,,,,,97,10,1.2541874,['Target'],682694,,,,,,,,,,83,5,1.603573,target,299816,,37,10,1.4462027,target,299816
105,5,1.0485903,['Target'],682694,,,,,,,,,,,98,5,1.7667678,['Target'],682694,,,,,,,,,,84,5,2.2316388,target,299816,,39,10,1.5277259,target,299816
106,10,1.7733878,['Target'],682694,,,,,,,,,,,99,5,1.314501,['Target'],682694,,,,,,,,,,86,5,1.2421101,target,299816,,40,10,2.3272599,target,299816
107,5,2.6493184,['Target'],682694,,,,,,,,,,,100,10,1.5923595,['Target'],682694,,,,,,,,,,87,5,1.7437255,target,299816,,43,10,1.1427795,target,299816
108,5,1.5317622,['Target'],682694,,,,,,,,,,,101,10,2.4268621,['Target'],682694,,,,,,,,,,90,5,1.5017644,target,299816,,46,10,1.2212514,target,299816
109,10,1.8752873,['Target'],682694,,,,,,,,,,,102,10,1.3730833,['Target'],682694,,,,,,,,,,93,5,1.495141,target,299816,,49,10,2.4049558,target,299816
110,5,2.3343894,['Target'],682694,,,,,,,,,,,103,5,1.35065,['Target'],682694,,,,,,,,,,94,5,1.1052088,target,299816,,50,10,2.7425679,target,299816
111,10,1.3536788,['Target'],682694,,,,,,,,,,,104,5,1.2302497,['Target'],682694,,,,,,,,,,97,5,1.295443,target,299816,,51,10,1.5318644,target,299816
112,5,1.5170404,['Target'],682694,,,,,,,,,,,105,5,1.0485903,['Target'],682694,,,,,,,,,,98,5,1.4189747,target,299816,,52,10,1.7760004,target,299816
113,10,1.452005,['Target'],682694,,,,,,,,,,,106,10,1.7733878,['Target'],682694,,,,,,,,,,102,5,1.4690788,target,299816,,56,10,2.2608318,target,299816
114,10,2.589284,['Target'],682694,,,,,,,,,,,107,5,2.6493184,['Target'],682694,,,,,,,,,,104,5,1.5025657,target,299816,,58,10,1.9738994,target,299816
115,10,1.7096786,['Target'],682694,,,,,,,,,,,108,5,1.5317622,['Target'],682694,,,,,,,,,,105,5,1.5049508,target,299816,,62,10,2.1093301,target,299816
116,10,2.2874949,['Target'],682694,,,,,,,,,,,109,10,1.8752873,['Target'],682694,,,,,,,,,,108,5,1.4612078,target,299816,,64,10,1.1407497,target,299816
117,10,1.4316804,['Target'],682694,,,,,,,,,,,110,5,2.3343894,['Target'],682694,,,,,,,,,,109,5,1.3055197,target,299816,,65,10,1.2662249,target,299816
118,5,1.6006406,['Target'],682694,,,,,,,,,,,111,10,1.3536788,['Target'],682694,,,,,,,,,,111,5,1.4511376,target,299816,,68,10,2.16548,target,299816
119,10,1.8245824,['Target'],682694,,,,,,,,,,,112,5,1.5170404,['Target'],682694,,,,,,,,,,112,5,1.1366694,target,299816,,69,10,1.8356805,target,299816
120,10,1.0940343,['Target'],682694,,,,,,,,,,,113,10,1.452005,['Target'],682694,,,,,,,,,,113,5,1.2994966,target,299816,,73,10,1.8667853,target,299816
121,10,2.7232778,['Target'],682694,,,,,,,,,,,114,10,2.589284,['Target'],682694,,,,,,,,,,114,5,1.0496775,target,299816,,74,10,2.1141757,target,299816
122,10,2.2103609,['Target'],682694,,,,,,,,,,,115,10,1.7096786,['Target'],682694,,,,,,,,,,118,5,1.9619313,target,299816,,76,10,2.0164517,target,299816
123,10,1.5613785,['Target'],682694,,,,,,,,,,,116,10,2.2874949,['Target'],682694,,,,,,,,,,121,5,2.561689,target,299816,,78,10,1.2347386,target,299816
124,5,2.0328676,['Target'],682694,,,,,,,,,,,117,10,1.4316804,['Target'],682694,,,,,,,,,,124,5,1.7037866,target,299816,,79,10,1.4262606,target,299816
125,5,2.0475138,['Target'],682694,,,,,,,,,,,118,5,1.6006406,['Target'],682694,,,,,,,,,,127,5,1.3838757,target,299816,,81,10,1.480486,target,299816
126,5,1.1640357,['Target'],682694,,,,,,,,,,,119,10,1.8245824,['Target'],682694,,,,,,,,,,130,5,1.104843,target,299816,,88,10,2.7141013,target,299816
127,5,1.4973071,['Target'],682694,,,,,,,,,,,120,10,1.0940343,['Target'],682694,,,,,,,,,,131,5,1.482483,target,299816,,89,10,2.0774908,target,299816
128,5,1.3810592,['Target'],682694,,,,,,,,,,,121,10,2.7232778,['Target'],682694,,,,,,,,,,132,5,1.2706497,target,299816,,91,10,1.6441185,target,299816
129,10,1.8398398,['Target'],682694,,,,,,,,,,,122,10,2.2103609,['Target'],682694,,,,,,,,,,133,5,1.4982768,target,299816,,95,10,1.1734198,target,299816
130,10,1.9899457,['Target'],682694,,,,,,,,,,,123,10,1.5613785,['Target'],682694,,,,,,,,,,134,5,1.4083472,target,299816,,96,10,1.831387,target,299816
131,10,1.4552148,['Target'],682694,,,,,,,,,,,124,5,2.0328676,['Target'],682694,,,,,,,,,,137,5,1.5341668,target,299816,,99,10,1.296323,target,299816
132,5,1.3317095,['Target'],682694,,,,,,,,,,,125,5,2.0475138,['Target'],682694,,,,,,,,,,141,5,1.0844432,target,299816,,101,10,2.3625858,target,299816
133,5,1.7923486,['Target'],682694,,,,,,,,,,,126,5,1.1640357,['Target'],682694,,,,,,,,,,143,5,1.3914223,target,299816,,103,10,1.3661297,target,299816
134,10,1.3899405,['Target'],682694,,,,,,,,,,,127,5,1.4973071,['Target'],682694,,,,,,,,,,150,5,1.8986784,target,299816,,106,10,1.7345287,target,299816
135,5,1.7981951,['Target'],682694,,,,,,,,,,,128,5,1.3810592,['Target'],682694,,,,,,,,,,151,5,1.1533765,target,299816,,107,10,1.5280624,target,299816
136,10,1.4078925,['Target'],682694,,,,,,,,,,,129,10,1.8398398,['Target'],682694,,,,,,,,,,153,5,1.3749878,target,299816,,115,10,1.1792499,target,299816
137,5,2.1169622,['Target'],682694,,,,,,,,,,,130,10,1.9899457,['Target'],682694,,,,,,,,,,154,5,1.1510259,target,299816,,116,10,1.232369,target,299816
138,10,2.0818635,['Target'],682694,,,,,,,,,,,131,10,1.4552148,['Target'],682694,,,,,,,,,,155,5,1.7420722,target,299816,,119,10,1.3143001,target,299816
139,10,3.6077427,['Target'],682694,,,,,,,,,,,132,5,1.3317095,['Target'],682694,,,,,,,,,,160,5,1.5865056,target,299816,,120,10,2.9984543,target,299816
140,10,1.7068992,[],682694,,,,,,,,,,,133,5,1.7923486,['Target'],682694,,,,,,,,,,163,5,1.3418692,target,299816,,122,10,2.0617352,target,299816
141,10,1.8595201,['Target'],682694,,,,,,,,,,,134,10,1.3899405,['Target'],682694,,,,,,,,,,165,5,1.4021473,target,299816,,123,10,1.4746819,target,299816
142,5,1.2990833,['Target'],682694,,,,,,,,,,,135,5,1.7981951,['Target'],682694,,,,,,,,,,166,5,1.820118,target,299816,,125,10,1.2886679,target,299816
143,10,1.7758595,['Target'],682694,,,,,,,,,,,136,10,1.4078925,['Target'],682694,,,,,,,,,,167,5,1.2196109,target,299816,,126,10,1.6772656,target,299816
144,10,2.110323,['Target'],682694,,,,,,,,,,,137,5,2.1169622,['Target'],682694,,,,,,,,,,168,5,1.3878837,target,299816,,129,10,2.4235146,target,299816
145,10,1.410121,['Target'],682694,,,,,,,,,,,138,10,2.0818635,['Target'],682694,,,,,,,,,,169,5,2.0977762,target,299816,,135,10,1.7438664,target,299816
146,10,1.6386422,['Target'],682694,,,,,,,,,,,139,10,3.6077427,['Target'],682694,,,,,,,,,,170,5,1.1215072,target,299816,,136,10,2.0641175,target,299816
147,5,1.3345512,['Target'],682694,,,,,,,,,,,141,10,1.8595201,['Target'],682694,,,,,,,,,,171,5,1.053769,target,299816,,138,10,1.3770062,target,299816
148,5,1.9130628,['Target'],682694,,,,,,,,,,,142,5,1.2990833,['Target'],682694,,,,,,,,,,172,5,1.0792015,target,299816,,139,10,1.2399117,target,299816
149,10,1.3586238,['Target'],682694,,,,,,,,,,,143,10,1.7758595,['Target'],682694,,,,,,,,,,173,5,1.2161104,target,299816,,140,10,2.1297961,target,299816
150,10,1.4734968,['Target'],682694,,,,,,,,,,,144,10,2.110323,['Target'],682694,,,,,,,,,,178,5,1.0401089,target,299816,,142,10,2.532171,target,299816
151,10,2.0349694,['Target'],682694,,,,,,,,,,,145,10,1.410121,['Target'],682694,,,,,,,,,,181,5,1.5525615,target,299816,,144,10,3.6065364,target,299816
152,5,1.5181511,['Target'],682694,,,,,,,,,,,146,10,1.6386422,['Target'],682694,,,,,,,,,,187,5,1.1325165,target,299816,,145,10,1.4102901,target,299816
153,10,2.596407,['Target'],682694,,,,,,,,,,,147,5,1.3345512,['Target'],682694,,,,,,,,,,188,5,1.5993767,target,299816,,146,10,1.6241361,target,299816
154,5,1.8135608,['Target'],682694,,,,,,,,,,,148,5,1.9130628,['Target'],682694,,,,,,,,,,190,5,1.5066211,target,299816,,147,10,1.8355503,target,299816
155,10,1.6102884,['Target'],682694,,,,,,,,,,,149,10,1.3586238,['Target'],682694,,,,,,,,,,192,5,1.1624493,target,299816,,148,10,1.8224551,target,299816
156,10,1.5395334,['Target'],682694,,,,,,,,,,,150,10,1.4734968,['Target'],682694,,,,,,,,,,195,5,1.6433847,target,299816,,149,10,1.1689344,target,299816
157,5,1.4497615,['Target'],682694,,,,,,,,,,,151,10,2.0349694,['Target'],682694,,,,,,,,,,196,5,1.0033462,target,299816,,152,10,2.0823996,target,299816
158,10,2.1420647,['Target'],682694,,,,,,,,,,,152,5,1.5181511,['Target'],682694,,,,,,,,,,198,5,2.3814031,target,299816,,156,10,1.6592448,target,299816
159,5,1.9339823,['Target'],682694,,,,,,,,,,,153,10,2.596407,['Target'],682694,,,,,,,,,,,,,,,,157,10,1.6953756,target,299816
160,10,1.4944522,['Target'],682694,,,,,,,,,,,154,5,1.8135608,['Target'],682694,,,,,,,,,,,,,,,,158,10,4.0167948,target,299816
161,5,1.350921,['Target'],682694,,,,,,,,,,,155,10,1.6102884,['Target'],682694,,,,,,,,,,,,,,,,159,10,1.2055666,target,299816
162,10,2.0210626,['Target'],682694,,,,,,,,,,,156,10,1.5395334,['Target'],682694,,,,,,,,,,,,,,,,161,10,1.1907401,target,299816
163,10,1.5220204,['Target'],682694,,,,,,,,,,,157,5,1.4497615,['Target'],682694,,,,,,,,,,,,,,,,162,10,2.1439531,target,299816
164,10,1.9618925,['Target'],682694,,,,,,,,,,,158,10,2.1420647,['Target'],682694,,,,,,,,,,,,,,,,164,10,1.7383114,target,299816
165,10,1.9902569,['Target'],682694,,,,,,,,,,,159,5,1.9339823,['Target'],682694,,,,,,,,,,,,,,,,174,10,1.039769,target,299816
166,10,1.7849471,['Target'],682694,,,,,,,,,,,160,10,1.4944522,['Target'],682694,,,,,,,,,,,,,,,,176,10,1.4269496,target,299816
167,5,1.9799628,['Target'],682694,,,,,,,,,,,161,5,1.350921,['Target'],682694,,,,,,,,,,,,,,,,179,10,1.9676019,target,299816
168,5,1.8696012,['Target'],682694,,,,,,,,,,,162,10,2.0210626,['Target'],682694,,,,,,,,,,,,,,,,180,10,1.064,target,299816
169,10,5.4925168,['Target'],682694,,,,,,,,,,,163,10,1.5220204,['Target'],682694,,,,,,,,,,,,,,,,184,10,1.1541798,target,299816
170,5,1.4354508,['Target'],682694,,,,,,,,,,,164,10,1.9618925,['Target'],682694,,,,,,,,,,,,,,,,185,10,1.788755,target,299816
171,10,2.2437732,['Target'],682694,,,,,,,,,,,165,10,1.9902569,['Target'],682694,,,,,,,,,,,,,,,,191,10,1.2014488,target,299816
172,5,1.700086,['Target'],682694,,,,,,,,,,,166,10,1.7849471,['Target'],682694,,,,,,,,,,,,,,,,193,10,1.6439381,target,299816
173,10,3.6263303,['Target'],682694,,,,,,,,,,,167,5,1.9799628,['Target'],682694,,,,,,,,,,,,,,,,194,10,1.6814443,target,299816
174,10,1.5589925,['Target'],682694,,,,,,,,,,,168,5,1.8696012,['Target'],682694,,,,,,,,,,,,,,,,197,10,4.3274908,target,299816
175,5,1.6658324,['Target'],682694,,,,,,,,,,,169,10,5.4925168,['Target'],682694,,,,,,,,,,,,,,,,199,10,1.5624423,target,299816
176,10,1.9940452,['Target'],682694,,,,,,,,,,,170,5,1.4354508,['Target'],682694,,,,,,,,,,,,,,,,,,,,
177,5,1.3850366,['Target'],682694,,,,,,,,,,,171,10,2.2437732,['Target'],682694,,,,,,,,,,,,,,,,,,,,
178,5,2.2993467,['Target'],682694,,,,,,,,,,,172,5,1.700086,['Target'],682694,,,,,,,,,,,,,,,,,,,,
179,10,1.7449755,['Target'],682694,,,,,,,,,,,173,10,3.6263303,['Target'],682694,,,,,,,,,,,,,,,,,,,,
180,10,2.0939048,['Target'],682694,,,,,,,,,,,174,10,1.5589925,['Target'],682694,,,,,,,,,,,,,,,,,,,,
181,10,1.5606777,['Target'],682694,,,,,,,,,,,175,5,1.6658324,['Target'],682694,,,,,,,,,,,,,,,,,,,,
182,10,1.766721,['Target'],682694,,,,,,,,,,,176,10,1.9940452,['Target'],682694,,,,,,,,,,,,,,,,,,,,
183,5,1.4685112,['Target'],682694,,,,,,,,,,,177,5,1.3850366,['Target'],682694,,,,,,,,,,,,,,,,,,,,
184,5,1.8453441,['Target'],682694,,,,,,,,,,,178,5,2.2993467,['Target'],682694,,,,,,,,,,,,,,,,,,,,
185,5,1.5054162,['Target'],682694,,,,,,,,,,,179,10,1.7449755,['Target'],682694,,,,,,,,,,,,,,,,,,,,
186,5,1.1503623,['Target'],682694,,,,,,,,,,,180,10,2.0939048,['Target'],682694,,,,,,,,,,,,,,,,,,,,
187,10,1.5100445,['Target'],682694,,,,,,,,,,,181,10,1.5606777,['Target'],682694,,,,,,,,,,,,,,,,,,,,
188,10,1.9921005,['Target'],682694,,,,,,,,,,,182,10,1.766721,['Target'],682694,,,,,,,,,,,,,,,,,,,,
189,10,2.9875972,['Target'],682694,,,,,,,,,,,183,5,1.4685112,['Target'],682694,,,,,,,,,,,,,,,,,,,,
190,5,1.5825797,['Target'],682694,,,,,,,,,,,184,5,1.8453441,['Target'],682694,,,,,,,,,,,,,,,,,,,,
191,5,1.5283437,['Target'],682694,,,,,,,,,,,185,5,1.5054162,['Target'],682694,,,,,,,,,,,,,,,,,,,,
192,10,0.9268223,['Target'],682694,,,,,,,,,,,186,5,1.1503623,['Target'],682694,,,,,,,,,,,,,,,,,,,,
193,10,1.406314,['Target'],682694,,,,,,,,,,,187,10,1.5100445,['Target'],682694,,,,,,,,,,,,,,,,,,,,
194,5,1.1372962,['Target'],682694,,,,,,,,,,,188,10,1.9921005,['Target'],682694,,,,,,,,,,,,,,,,,,,,
195,5,2.2109688,['Target'],682694,,,,,,,,,,,189,10,2.9875972,['Target'],682694,,,,,,,,,,,,,,,,,,,,
196,10,2.54275,['Target'],682694,,,,,,,,,,,190,5,1.5825797,['Target'],682694,,,,,,,,,,,,,,,,,,,,
197,10,2.1270073,['Target'],682694,,,,,,,,,,,191,5,1.5283437,['Target'],682694,,,,,,,,,,,,,,,,,,,,
198,5,1.3671153,['Target'],682694,,,,,,,,,,,192,10,0.9268223,['Target'],682694,,,,,,,,,,,,,,,,,,,,
199,5,2.0467946,['Target'],682694,,,,,,,,,,,193,10,1.406314,['Target'],682694,,,,,,,,,,,,,,,,,,,,
0,5,1.1864032,target,40216,,,,,,,,,,,194,5,1.1372962,['Target'],682694,,,,,,,,,,,,,,,,,,,,
1,10,1.441568,,40216,,,,,,,,,,,195,5,2.2109688,['Target'],682694,,,,,,,,,,,,,,,,,,,,
2,5,0.9336692,,40216,,,,,,,,,,,196,10,2.54275,['Target'],682694,,,,,,,,,,,,,,,,,,,,
3,5,1.8067683,target,40216,,,,,,,,,,,197,10,2.1270073,['Target'],682694,,,,,,,,,,,,,,,,,,,,
4,10,1.0595066,target,40216,,,,,,,,,,,198,5,1.3671153,['Target'],682694,,,,,,,,,,,,,,,,,,,,
5,5,1.0539465,target,40216,,,,,,,,,,,199,5,2.0467946,['Target'],682694,,,,,,,,,,,,,,,,,,,,
6,5,1.1545862,target,40216,,,,,,,,,,,0,5,1.1864032,target,40216,,,,,,,,,,,,,,,,,,,,
7,10,1.4575485,target,40216,,,,,,,,,,,3,5,1.8067683,target,40216,,,,,,,,,,,,,,,,,,,,
8,10,1.7266326,target,40216,,,,,,,,,,,4,10,1.0595066,target,40216,,,,,,,,,,,,,,,,,,,,
9,10,1.059843,target,40216,,,,,,,,,,,5,5,1.0539465,target,40216,,,,,,,,,,,,,,,,,,,,
10,10,1.0783801,target,40216,,,,,,,,,,,6,5,1.1545862,target,40216,,,,,,,,,,,,,,,,,,,,
11,10,1.0262472,,40216,,,,,,,,,,,7,10,1.4575485,target,40216,,,,,,,,,,,,,,,,,,,,
12,10,1.8934964,target,40216,,,,,,,,,,,8,10,1.7266326,target,40216,,,,,,,,,,,,,,,,,,,,
13,5,1.1198933,target,40216,,,,,,,,,,,9,10,1.059843,target,40216,,,,,,,,,,,,,,,,,,,,
14,5,1.052094,,40216,,,,,,,,,,,10,10,1.0783801,target,40216,,,,,,,,,,,,,,,,,,,,
15,10,1.2414999,target,40216,,,,,,,,,,,12,10,1.8934964,target,40216,,,,,,,,,,,,,,,,,,,,
16,5,1.088469,target,40216,,,,,,,,,,,13,5,1.1198933,target,40216,,,,,,,,,,,,,,,,,,,,
17,10,1.3258388,target,40216,,,,,,,,,,,15,10,1.2414999,target,40216,,,,,,,,,,,,,,,,,,,,
18,5,1.2022644,target,40216,,,,,,,,,,,16,5,1.088469,target,40216,,,,,,,,,,,,,,,,,,,,
19,5,1.0507935,target,40216,,,,,,,,,,,17,10,1.3258388,target,40216,,,,,,,,,,,,,,,,,,,,
20,5,1.167891,target,40216,,,,,,,,,,,18,5,1.2022644,target,40216,,,,,,,,,,,,,,,,,,,,
21,5,1.1713439,target,40216,,,,,,,,,,,19,5,1.0507935,target,40216,,,,,,,,,,,,,,,,,,,,
22,5,1.3022278,target,40216,,,,,,,,,,,20,5,1.167891,target,40216,,,,,,,,,,,,,,,,,,,,
23,10,1.1719553,target,40216,,,,,,,,,,,21,5,1.1713439,target,40216,,,,,,,,,,,,,,,,,,,,
24,5,1.2530982,target,40216,,,,,,,,,,,22,5,1.3022278,target,40216,,,,,,,,,,,,,,,,,,,,
25,10,1.4408653,target,40216,,,,,,,,,,,23,10,1.1719553,target,40216,,,,,,,,,,,,,,,,,,,,
26,10,1.5945326,target,40216,,,,,,,,,,,24,5,1.2530982,target,40216,,,,,,,,,,,,,,,,,,,,
27,5,1.0535407,target,40216,,,,,,,,,,,25,10,1.4408653,target,40216,,,,,,,,,,,,,,,,,,,,
28,10,1.8937893,target,40216,,,,,,,,,,,26,10,1.5945326,target,40216,,,,,,,,,,,,,,,,,,,,
29,10,0.859442,target,40216,,,,,,,,,,,27,5,1.0535407,target,40216,,,,,,,,,,,,,,,,,,,,
30,10,0.8266466,target,40216,,,,,,,,,,,28,10,1.8937893,target,40216,,,,,,,,,,,,,,,,,,,,
31,5,0.9385169,,40216,,,,,,,,,,,29,10,0.859442,target,40216,,,,,,,,,,,,,,,,,,,,
32,10,0.9927443,,40216,,,,,,,,,,,30,10,0.8266466,target,40216,,,,,,,,,,,,,,,,,,,,
33,5,1.0383346,target,40216,,,,,,,,,,,33,5,1.0383346,target,40216,,,,,,,,,,,,,,,,,,,,
34,10,1.6133887,target,40216,,,,,,,,,,,34,10,1.6133887,target,40216,,,,,,,,,,,,,,,,,,,,
35,10,2.2110463,target,40216,,,,,,,,,,,35,10,2.2110463,target,40216,,,,,,,,,,,,,,,,,,,,
36,5,1.0893636,target,40216,,,,,,,,,,,36,5,1.0893636,target,40216,,,,,,,,,,,,,,,,,,,,
37,5,1.468179,target,40216,,,,,,,,,,,37,5,1.468179,target,40216,,,,,,,,,,,,,,,,,,,,
38,10,1.011004,target,40216,,,,,,,,,,,38,10,1.011004,target,40216,,,,,,,,,,,,,,,,,,,,
39,5,1.2700574,target,40216,,,,,,,,,,,39,5,1.2700574,target,40216,,,,,,,,,,,,,,,,,,,,
40,5,0.8879208,target,40216,,,,,,,,,,,40,5,0.8879208,target,40216,,,,,,,,,,,,,,,,,,,,
41,10,1.5112492,target,40216,,,,,,,,,,,41,10,1.5112492,target,40216,,,,,,,,,,,,,,,,,,,,
42,5,0.981437,target,40216,,,,,,,,,,,42,5,0.981437,target,40216,,,,,,,,,,,,,,,,,,,,
43,5,0.7877965,target,40216,,,,,,,,,,,43,5,0.7877965,target,40216,,,,,,,,,,,,,,,,,,,,
44,10,1.8940088,,40216,,,,,,,,,,,45,10,1.279263,target,40216,,,,,,,,,,,,,,,,,,,,
45,10,1.279263,target,40216,,,,,,,,,,,46,5,1.0718002,target,40216,,,,,,,,,,,,,,,,,,,,
46,5,1.0718002,target,40216,,,,,,,,,,,47,10,1.2587431,target,40216,,,,,,,,,,,,,,,,,,,,
47,10,1.2587431,target,40216,,,,,,,,,,,48,10,1.3457132,target,40216,,,,,,,,,,,,,,,,,,,,
48,10,1.3457132,target,40216,,,,,,,,,,,49,10,1.0955492,target,40216,,,,,,,,,,,,,,,,,,,,
49,10,1.0955492,target,40216,,,,,,,,,,,50,10,1.0622223,target,40216,,,,,,,,,,,,,,,,,,,,
50,10,1.0622223,target,40216,,,,,,,,,,,51,5,1.1863068,target,40216,,,,,,,,,,,,,,,,,,,,
51,5,1.1863068,target,40216,,,,,,,,,,,52,10,1.2099954,target,40216,,,,,,,,,,,,,,,,,,,,
52,10,1.2099954,target,40216,,,,,,,,,,,53,10,1.3439648,target,40216,,,,,,,,,,,,,,,,,,,,
53,10,1.3439648,target,40216,,,,,,,,,,,54,5,1.2230134,target,40216,,,,,,,,,,,,,,,,,,,,
54,5,1.2230134,target,40216,,,,,,,,,,,55,10,1.0756269,target,40216,,,,,,,,,,,,,,,,,,,,
55,10,1.0756269,target,40216,,,,,,,,,,,57,5,1.2889308,target,40216,,,,,,,,,,,,,,,,,,,,
56,5,1.0558386,,40216,,,,,,,,,,,58,10,1.7907799,target,40216,,,,,,,,,,,,,,,,,,,,
57,5,1.2889308,target,40216,,,,,,,,,,,59,10,1.6780956,target,40216,,,,,,,,,,,,,,,,,,,,
58,10,1.7907799,target,40216,,,,,,,,,,,61,5,1.222066,target,40216,,,,,,,,,,,,,,,,,,,,
59,10,1.6780956,target,40216,,,,,,,,,,,62,5,1.0723106,target,40216,,,,,,,,,,,,,,,,,,,,
60,10,1.2425106,,40216,,,,,,,,,,,63,10,1.3436282,target,40216,,,,,,,,,,,,,,,,,,,,
61,5,1.222066,target,40216,,,,,,,,,,,64,5,1.1350727,target,40216,,,,,,,,,,,,,,,,,,,,
62,5,1.0723106,target,40216,,,,,,,,,,,65,10,1.0443218,target,40216,,,,,,,,,,,,,,,,,,,,
63,10,1.3436282,target,40216,,,,,,,,,,,66,10,1.2606541,target,40216,,,,,,,,,,,,,,,,,,,,
64,5,1.1350727,target,40216,,,,,,,,,,,68,5,0.9716381,target,40216,,,,,,,,,,,,,,,,,,,,
65,10,1.0443218,target,40216,,,,,,,,,,,69,10,1.2250307,target,40216,,,,,,,,,,,,,,,,,,,,
66,10,1.2606541,target,40216,,,,,,,,,,,71,5,1.1891235,target,40216,,,,,,,,,,,,,,,,,,,,
67,10,1.7792373,,40216,,,,,,,,,,,72,5,1.2893193,target,40216,,,,,,,,,,,,,,,,,,,,
68,5,0.9716381,target,40216,,,,,,,,,,,73,5,1.255599,target,40216,,,,,,,,,,,,,,,,,,,,
69,10,1.2250307,target,40216,,,,,,,,,,,75,5,1.087392,target,40216,,,,,,,,,,,,,,,,,,,,
70,10,1.4285311,,40216,,,,,,,,,,,77,10,1.8099792,target,40216,,,,,,,,,,,,,,,,,,,,
71,5,1.1891235,target,40216,,,,,,,,,,,78,5,1.4875435,target,40216,,,,,,,,,,,,,,,,,,,,
72,5,1.2893193,target,40216,,,,,,,,,,,79,10,1.3969452,target,40216,,,,,,,,,,,,,,,,,,,,
73,5,1.255599,target,40216,,,,,,,,,,,80,5,1.0886447,target,40216,,,,,,,,,,,,,,,,,,,,
74,5,1.2844066,,40216,,,,,,,,,,,81,5,1.1206764,target,40216,,,,,,,,,,,,,,,,,,,,
75,5,1.087392,target,40216,,,,,,,,,,,83,10,2.2444872,target,40216,,,,,,,,,,,,,,,,,,,,
76,5,1.1073078,,40216,,,,,,,,,,,85,5,1.0342498,target,40216,,,,,,,,,,,,,,,,,,,,
77,10,1.8099792,target,40216,,,,,,,,,,,87,10,3.1935521,target,40216,,,,,,,,,,,,,,,,,,,,
78,5,1.4875435,target,40216,,,,,,,,,,,90,10,1.3104783,target,40216,,,,,,,,,,,,,,,,,,,,
79,10,1.3969452,target,40216,,,,,,,,,,,91,5,1.7731801,target,40216,,,,,,,,,,,,,,,,,,,,
80,5,1.0886447,target,40216,,,,,,,,,,,92,5,1.407221,target,40216,,,,,,,,,,,,,,,,,,,,
81,5,1.1206764,target,40216,,,,,,,,,,,93,10,1.0578704,target,40216,,,,,,,,,,,,,,,,,,,,
82,10,1.2444594,,40216,,,,,,,,,,,95,5,2.0689422,target,40216,,,,,,,,,,,,,,,,,,,,
83,10,2.2444872,target,40216,,,,,,,,,,,96,10,1.0116915,target,40216,,,,,,,,,,,,,,,,,,,,
84,5,1.0902332,,40216,,,,,,,,,,,97,10,2.7274459,target,40216,,,,,,,,,,,,,,,,,,,,
85,5,1.0342498,target,40216,,,,,,,,,,,98,10,0.9919074,target,40216,,,,,,,,,,,,,,,,,,,,
86,10,1.2261007,,40216,,,,,,,,,,,99,5,1.5899332,target,40216,,,,,,,,,,,,,,,,,,,,
87,10,3.1935521,target,40216,,,,,,,,,,,100,5,1.1906232,target,40216,,,,,,,,,,,,,,,,,,,,
88,10,1.178257,,40216,,,,,,,,,,,101,5,1.2532014,target,40216,,,,,,,,,,,,,,,,,,,,
89,10,1.3441973,,40216,,,,,,,,,,,102,5,1.1222932,target,40216,,,,,,,,,,,,,,,,,,,,
90,10,1.3104783,target,40216,,,,,,,,,,,103,10,0.9285822,target,40216,,,,,,,,,,,,,,,,,,,,
91,5,1.7731801,target,40216,,,,,,,,,,,104,5,0.955926,target,40216,,,,,,,,,,,,,,,,,,,,
92,5,1.407221,target,40216,,,,,,,,,,,106,5,1.7165591,target,40216,,,,,,,,,,,,,,,,,,,,
93,10,1.0578704,target,40216,,,,,,,,,,,107,5,1.0027153,target,40216,,,,,,,,,,,,,,,,,,,,
94,5,0.9027661,,40216,,,,,,,,,,,108,5,0.9036355,target,40216,,,,,,,,,,,,,,,,,,,,
95,5,2.0689422,target,40216,,,,,,,,,,,109,10,1.3287564,target,40216,,,,,,,,,,,,,,,,,,,,
96,10,1.0116915,target,40216,,,,,,,,,,,112,5,1.0390353,target,40216,,,,,,,,,,,,,,,,,,,,
97,10,2.7274459,target,40216,,,,,,,,,,,113,5,1.1009677,target,40216,,,,,,,,,,,,,,,,,,,,
98,10,0.9919074,target,40216,,,,,,,,,,,114,10,1.0179719,target,40216,,,,,,,,,,,,,,,,,,,,
99,5,1.5899332,target,40216,,,,,,,,,,,115,5,0.9715446,target,40216,,,,,,,,,,,,,,,,,,,,
